,condition,shipping,size,item,day,measurement,new,inch,cm,length,question,vintage,check,number,used,payment,pit,good,ask,ship,tag,free,u,purchase,made,worn,price,like
15965,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
15966,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
15967,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
15968,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
15969,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
15970,3,0,3,6,1,4,2,0,0,1,1,2,0,0,0,0,3,1,2,1,2,1,0,0,0,0,0,1
15971,3,2,2,1,1,3,1,1,0,1,1,0,0,0,2,1,0,1,1,0,1,1,1,1,0,0,0,1
15972,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
15973,2,0,2,3,1,2,1,2,0,0,2,3,2,2,2,1,0,0,3,0,1,0,0,2,2,0,0,1
15974,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
15975,1,0,1,0,0,0,0,4,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
15976,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
15977,0,0,0,0,0,1,0,0,4,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
15978,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15979,2,2,2,0,1,1,0,5,5,2,0,0,0,1,0,0,0,1,1,2,1,0,2,0,0,0,0,0
15980,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
15981,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15982,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15983,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
15984,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
15985,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
15986,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
15987,0,3,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
15988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
15989,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
15990,2,2,0,3,2,1,2,1,0,0,1,1,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
15991,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15992,1,1,2,0,0,2,1,3,3,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
15993,3,1,1,3,4,1,1,2,0,1,0,0,0,1,0,2,0,1,0,0,1,0,3,0,0,0,0,0
15994,0,3,1,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
15995,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0
15996,1,3,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
15997,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0
15998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
15999,0,1,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1
16000,3,1,1,3,4,1,1,2,0,1,0,0,0,1,0,2,0,1,0,0,1,0,3,0,0,0,0,0
16001,1,0,0,1,0,1,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16002,1,0,0,1,0,1,0,2,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16003,2,1,2,2,1,2,0,2,0,0,1,2,0,0,0,1,2,1,1,1,0,0,1,0,1,0,0,0
16004,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
16005,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16006,2,3,2,2,1,2,0,2,0,1,1,2,0,0,1,1,2,1,1,1,0,1,1,0,1,0,0,0
16007,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
16008,3,1,1,3,4,1,1,2,0,1,0,0,0,1,0,2,0,1,0,0,1,0,3,0,0,0,0,0
16009,0,0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,1
16010,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16011,1,0,1,6,1,3,1,2,0,0,1,1,1,4,1,1,0,1,1,1,2,0,0,3,1,0,0,0
16012,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,2,0,2,1,0,0,0,0,0
16013,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16014,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
16015,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
16016,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16017,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
16018,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16019,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
16020,3,1,0,4,2,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1
16021,2,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0
16022,2,5,1,2,1,2,0,0,0,0,1,0,1,3,0,0,0,0,1,1,0,0,0,3,0,0,1,1
16023,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16024,2,0,1,4,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,2,1,1,0,1,0,0,1
16025,1,2,1,2,1,2,0,3,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0
16026,1,6,0,4,2,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0
16027,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0
16028,0,2,3,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16029,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
16030,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
16031,1,1,1,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16032,0,2,2,3,5,1,0,0,0,0,1,1,1,1,0,2,0,0,2,1,1,0,0,0,0,0,0,1
16033,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16034,0,1,1,5,2,2,0,0,0,1,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0
16035,4,1,1,4,1,2,1,2,0,0,2,0,1,0,1,2,0,1,1,0,1,0,0,0,0,0,2,1
16036,3,0,1,4,1,3,1,2,0,1,0,0,0,2,2,0,0,1,1,0,1,1,0,2,1,1,0,1
16037,2,1,2,2,2,2,0,2,0,1,0,0,2,2,0,2,0,1,0,0,0,0,1,1,0,1,0,0
16038,0,0,1,4,0,2,0,0,0,0,1,0,3,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1
16039,3,1,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
16040,0,0,1,4,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0
16041,1,5,1,4,3,2,0,2,0,1,0,0,1,3,0,2,0,0,0,0,1,0,1,1,0,0,0,0
16042,3,1,2,1,1,2,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,2,0,0,0,2
16043,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
16044,2,2,2,0,1,1,0,5,5,2,0,0,0,1,0,0,0,1,1,2,1,0,2,0,0,0,0,0
16045,2,2,2,0,1,1,0,5,5,2,0,0,0,1,0,0,0,1,1,2,1,0,2,0,0,0,0,0
16046,2,2,2,0,1,1,0,5,5,2,0,0,0,1,0,0,0,1,1,2,1,0,2,0,0,0,0,0
16047,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0
16048,2,2,2,0,1,1,0,5,5,2,0,0,0,1,0,0,0,1,1,2,1,0,2,0,0,0,0,0
16049,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
16050,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0
16051,2,4,0,4,2,1,1,2,0,1,2,0,2,1,1,1,0,0,1,0,0,0,0,4,1,0,1,1
16052,2,2,2,0,1,1,0,5,5,2,0,0,0,1,0,0,0,1,1,2,1,0,2,0,0,0,0,0
16053,2,2,2,0,1,1,0,5,5,2,0,0,0,1,0,0,0,1,1,2,1,0,2,0,0,0,0,0
16054,2,2,2,0,1,1,0,5,5,2,0,0,0,1,0,0,0,1,1,2,1,0,2,0,0,0,0,0
16055,0,5,1,3,3,2,0,2,0,1,0,0,1,3,0,2,2,0,0,0,0,0,1,2,1,0,0,0
16056,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16057,0,0,1,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
16058,1,0,1,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
16059,0,1,1,5,2,2,0,0,0,1,1,0,3,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0
16060,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
16061,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16062,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
16063,2,2,2,0,1,1,0,5,5,2,0,0,0,1,0,0,0,1,1,2,1,0,2,0,0,0,0,0
16064,2,2,1,0,1,1,0,5,5,2,0,0,0,0,0,0,0,1,1,2,1,0,2,0,0,0,0,0
16065,1,1,1,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16066,3,2,0,2,2,2,1,0,0,1,0,0,0,1,1,0,0,1,2,0,1,0,0,0,0,0,0,1
16067,2,1,0,0,0,1,0,0,3,1,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0
16068,2,2,1,0,1,1,0,5,5,2,0,0,0,1,0,0,0,1,1,2,1,1,2,0,0,0,0,0
16069,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0
16070,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16071,0,5,1,4,3,2,0,2,0,1,0,2,1,3,0,2,2,0,0,0,0,0,2,2,1,0,0,0
16072,0,5,1,4,3,2,0,2,0,1,0,2,1,3,0,2,2,0,0,0,0,0,2,2,1,0,0,0
16073,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16074,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
16075,1,1,0,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16076,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16077,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16078,2,2,1,3,3,2,0,2,0,2,0,1,2,2,1,3,0,1,0,0,1,0,0,1,1,1,0,0
16079,3,7,0,3,2,2,0,1,0,2,0,0,0,1,2,1,1,2,0,0,1,0,0,1,0,0,0,0
16080,1,0,1,1,1,1,0,2,0,1,1,1,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0
16081,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16082,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16083,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
16084,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16085,1,2,0,2,1,1,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0
16086,2,1,0,5,2,1,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,1,1,0,2,1,1
16087,0,1,1,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16088,1,0,1,3,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16089,1,0,1,2,0,1,0,0,0,1,0,1,0,0,1,0,2,0,0,0,2,0,0,0,0,0,1,1
16090,2,1,0,5,2,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2
16091,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16092,1,1,0,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16093,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16094,2,0,2,3,0,2,1,2,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,1
16095,3,0,1,5,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,2
16096,2,1,0,5,2,1,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1
16097,1,0,0,1,0,1,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16098,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
16099,1,3,0,3,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
16100,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1
16102,0,1,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,1,1
16103,1,2,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
16104,1,2,3,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
16105,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16106,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16107,1,1,0,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16108,1,1,1,2,2,2,0,1,0,1,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
16109,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
16110,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0
16111,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
16112,1,0,0,1,0,1,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16113,2,1,0,0,0,1,0,0,0,1,1,2,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0
16114,0,0,0,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16115,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
16116,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,1
16117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
16118,0,0,0,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16119,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16120,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
16121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16122,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16123,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16124,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16125,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16126,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16127,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16128,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16129,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16130,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0
16132,0,0,0,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16133,0,0,0,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16134,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16135,1,0,2,2,0,3,1,0,0,0,0,3,2,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1
16136,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16137,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16138,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16139,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16140,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,1,0,0,0
16141,0,1,2,2,1,2,1,0,0,1,0,1,1,0,0,0,2,0,0,1,0,0,2,0,1,1,0,0
16142,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16143,2,0,0,3,2,1,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0
16144,0,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
16145,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
16146,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
16147,2,0,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0
16148,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
16149,3,3,0,2,2,1,0,2,0,1,1,2,1,3,1,2,0,1,1,1,0,0,0,0,0,0,3,0
16150,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
16151,1,0,2,2,0,4,1,2,0,1,0,3,2,0,1,1,2,1,0,0,2,1,0,1,1,0,0,1
16152,1,0,0,1,0,1,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16153,1,0,2,2,0,4,1,2,0,1,0,3,2,0,1,1,2,1,0,0,2,1,0,1,1,0,0,1
16154,1,0,1,1,1,2,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
16155,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
16156,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
16157,1,0,1,2,2,0,1,0,3,0,0,1,0,1,0,1,3,0,0,0,1,0,0,1,0,0,0,0
16158,3,0,1,5,0,1,1,0,0,0,0,0,1,1,1,0,0,2,1,0,0,0,1,0,0,0,0,2
16159,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16160,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16161,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16162,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
16163,0,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
16164,1,0,1,1,0,2,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
16165,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16166,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16167,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
16168,3,1,0,2,1,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1
16169,0,0,1,1,0,0,2,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
16170,0,1,1,4,5,1,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,1,1,0,1,0,1,0
16171,1,0,0,1,0,1,0,2,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16172,1,0,1,1,0,1,0,2,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
16173,2,2,0,2,0,0,0,2,0,1,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
16174,1,3,1,1,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
16175,1,1,1,1,0,1,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
16176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16177,2,1,1,5,0,1,0,0,0,2,0,3,0,0,0,0,2,1,0,1,1,1,2,0,0,0,0,0
16178,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16179,1,1,1,4,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
16180,1,0,0,3,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
16181,2,2,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
16182,0,0,1,2,2,0,1,0,0,0,2,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0
16183,0,0,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
16184,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
16185,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
16186,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16187,1,0,0,1,0,1,0,2,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
16188,0,1,1,6,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16189,1,4,1,0,1,0,1,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0
16190,0,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16191,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1
16192,4,1,1,2,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
16193,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16194,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16195,2,2,1,3,3,1,0,0,0,1,0,0,1,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0
16196,0,2,0,2,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
16197,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
16198,1,2,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16199,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16200,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
