,condition,shipping,size,item,day,measurement,new,inch,cm,length,question,vintage,check,number,used,payment,pit,good,ask,ship,tag,free,u,purchase,made,worn,price,like
20008,1,1,3,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20009,1,1,3,0,2,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20010,1,1,3,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20011,1,1,3,0,2,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20012,1,1,3,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20013,1,1,3,0,2,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20014,1,1,3,0,2,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20015,1,1,3,0,2,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20016,1,1,3,0,2,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20017,1,1,3,0,2,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20018,1,1,3,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20019,1,1,3,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20020,1,1,3,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20021,1,1,3,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20022,7,6,1,2,0,4,0,3,0,1,1,0,0,1,1,0,0,3,1,0,1,0,2,2,0,0,0,0
20023,2,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
20024,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20025,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20026,1,0,0,2,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
20027,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20028,2,3,1,4,1,2,1,2,0,0,2,2,1,1,1,3,0,1,1,1,1,0,0,1,0,0,0,1
20029,5,2,2,12,1,3,1,0,1,0,2,2,5,3,1,0,0,1,0,1,1,3,0,1,1,0,0,1
20030,2,1,1,4,3,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0
20031,0,2,1,5,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0
20032,1,2,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20033,3,5,2,0,2,1,0,2,0,0,1,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,2,0
20034,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0
20035,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
20036,2,1,1,1,3,0,1,0,0,0,1,1,0,2,2,2,0,0,1,0,0,0,0,1,1,0,1,1
20037,1,1,1,4,0,2,1,0,0,1,0,0,3,2,1,0,2,0,3,1,2,0,5,1,0,0,0,1
20038,0,1,1,1,0,1,0,0,3,0,0,3,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,1
20039,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
20040,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0
20041,0,1,1,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
20042,1,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0
20043,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20044,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20046,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
20047,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
20048,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
20049,0,3,1,3,0,2,0,0,0,1,1,0,1,0,0,0,3,0,1,1,0,1,0,0,0,0,2,0
20050,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20051,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
20052,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
20053,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20054,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20055,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20056,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20057,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20058,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
20059,0,0,0,0,0,2,0,2,0,1,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
20060,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
20061,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
20062,1,0,3,0,0,1,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1
20063,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
20064,1,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20065,2,1,0,5,2,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1
20066,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20067,3,1,1,3,4,1,1,2,0,1,0,0,0,1,0,2,0,1,0,0,1,0,3,0,0,0,0,0
20068,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
20069,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
20070,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
20071,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20072,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20073,0,2,1,4,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0
20074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20075,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20076,0,1,1,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20077,1,1,0,4,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1
20078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20079,1,1,0,4,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,2
20080,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20081,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20082,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
20083,1,1,0,4,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1
20084,1,0,1,0,1,0,1,2,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0
20085,0,3,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20086,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0
20087,2,2,1,0,1,1,0,5,5,2,0,0,0,1,0,0,0,1,1,2,1,0,2,0,0,0,0,0
20088,1,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1
20089,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
20090,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
20091,1,2,1,4,1,2,1,1,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0
20092,1,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
20093,5,0,1,2,2,1,1,0,0,0,1,0,0,0,1,2,0,1,0,0,1,0,0,0,1,1,0,1
20094,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2
20095,2,2,2,2,4,2,0,3,0,1,0,0,0,1,0,1,0,2,0,0,2,0,0,3,0,0,1,0
20096,3,0,0,1,2,0,1,3,0,1,1,1,0,3,2,2,0,0,1,0,2,0,0,1,0,0,0,1
20097,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,2,1,0,0
20098,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20099,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20100,1,2,0,2,1,1,0,1,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0
20101,0,5,1,3,3,2,0,2,0,1,0,0,1,3,0,2,2,0,0,0,0,0,1,2,0,0,0,0
20102,1,1,1,0,0,1,0,2,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
20103,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20104,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20105,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20106,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20107,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20108,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20109,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20110,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
20111,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20112,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20113,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20114,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20115,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20116,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20118,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
20119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
20120,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20121,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20122,0,1,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
20123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20124,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20126,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20127,1,2,1,1,0,1,0,0,0,1,1,0,0,0,0,1,2,0,1,1,0,0,3,0,0,0,2,0
20128,1,1,1,2,1,1,0,2,0,1,0,0,0,1,1,2,0,1,0,0,1,0,0,1,0,0,0,0
20129,1,1,1,0,0,1,0,5,0,2,0,2,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0
20130,3,0,1,2,0,3,1,2,1,0,1,0,2,1,1,0,2,1,0,0,2,0,1,1,1,0,0,1
20131,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
20132,0,3,3,8,2,2,1,1,0,2,0,0,0,2,1,2,0,0,1,0,1,1,0,2,1,0,1,1
20133,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0
20134,2,3,1,3,1,2,1,2,0,1,1,1,0,2,1,0,2,0,1,2,1,0,0,1,0,1,0,1
20135,2,0,1,0,0,3,0,2,0,1,0,0,1,1,0,1,2,1,0,0,2,0,0,1,1,0,0,0
20136,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
20137,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20138,1,0,1,1,0,1,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
20139,2,3,2,0,1,3,0,1,0,2,0,1,0,2,0,1,2,1,0,0,2,0,0,1,1,0,0,0
20140,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20141,2,2,1,2,2,1,1,2,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1
20142,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0
20143,1,0,1,4,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0
20144,1,0,1,6,1,3,1,2,0,0,1,1,1,4,1,1,0,1,1,1,2,0,0,3,1,0,0,0
20145,0,4,5,6,3,3,0,2,1,0,0,1,0,2,0,2,2,0,2,0,3,1,0,0,0,0,1,0
20146,1,2,1,3,1,0,0,2,0,1,0,1,0,1,0,1,2,1,0,0,0,0,2,1,1,1,0,0
20147,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
20148,1,0,1,6,1,3,1,2,0,0,1,1,1,4,1,1,0,1,1,1,2,0,0,3,0,0,0,0
20149,2,3,1,3,3,1,1,2,0,1,1,1,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,1
20150,1,1,1,4,1,1,2,0,0,1,0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
20151,0,1,1,3,1,0,0,1,0,0,0,2,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0
20152,3,2,1,3,0,1,0,2,0,0,1,2,0,3,2,2,0,0,1,1,1,1,0,0,0,0,0,0
20153,2,4,0,4,1,0,0,2,0,1,0,1,0,2,1,1,0,0,0,0,2,0,1,0,0,0,2,0
20154,2,1,1,2,1,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0
20155,2,2,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0
20156,2,0,2,1,1,1,0,1,0,1,0,0,1,0,0,2,2,1,0,0,2,0,0,0,0,0,0,1
20157,2,0,1,0,0,3,0,2,0,1,0,0,1,1,0,1,2,1,0,0,2,0,0,1,1,0,0,0
20158,2,4,1,3,2,2,1,1,0,1,1,0,0,1,0,0,2,1,1,1,0,0,0,1,0,0,0,2
20159,2,2,1,1,3,1,1,2,0,1,1,0,0,3,2,2,0,0,1,0,2,0,0,1,0,0,0,1
20160,1,0,0,2,2,1,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
20161,1,0,1,1,0,1,0,2,0,0,0,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0
20162,1,0,1,4,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,2,0,0,0,1,0
20163,1,0,1,6,1,3,1,2,0,0,1,1,1,4,1,1,0,1,1,1,2,0,0,3,0,0,0,0
20164,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20165,3,1,1,1,1,0,1,2,0,1,1,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1
20166,0,3,1,3,0,2,0,0,0,1,1,0,1,0,0,0,3,0,1,1,0,1,0,0,0,0,2,0
20167,1,1,1,2,1,0,0,2,0,1,0,0,0,1,1,1,2,0,0,0,0,0,2,1,1,0,0,0
20168,3,1,1,1,1,0,1,2,0,1,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1
20169,3,1,1,1,1,0,1,2,0,1,1,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,1
20170,3,1,2,2,1,1,1,0,0,1,0,1,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,1
20171,1,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
20172,2,0,2,0,1,3,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
20173,0,2,1,1,1,0,0,2,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20174,2,2,1,6,2,0,1,1,0,0,0,2,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,1
20175,1,1,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,2,1,0,1,1,1,0,0,1,0
20176,1,0,2,1,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20177,2,2,1,3,0,2,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
20178,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20179,3,2,1,6,2,3,2,1,0,1,2,0,1,0,0,3,2,1,2,0,0,0,1,0,0,0,1,2
20180,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
20181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20182,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
20183,2,0,1,2,0,1,0,2,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
20184,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20185,1,0,1,2,2,0,0,0,3,0,0,1,0,1,0,1,3,0,0,0,0,0,0,1,0,0,0,1
20186,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0
20187,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0
20188,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
20189,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
20190,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
20191,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20192,1,0,0,4,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
20193,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20194,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20195,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20196,1,1,1,1,0,0,0,2,0,1,1,0,0,3,0,2,0,1,1,1,0,0,0,0,0,0,2,0
20197,0,0,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20198,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20199,1,1,1,2,1,0,1,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,1
20200,1,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0
20201,3,1,5,5,1,4,1,2,0,0,2,2,0,1,2,2,0,0,1,0,3,0,0,0,0,0,0,1
20202,3,1,0,1,2,1,0,2,0,0,0,2,0,0,1,0,0,1,0,0,1,2,0,1,1,0,0,0
20203,2,0,0,2,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
20204,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
20205,0,3,2,0,2,1,0,2,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
20206,2,0,1,4,1,1,1,1,0,0,0,0,0,1,1,1,0,2,0,0,0,0,1,0,0,0,1,0
20207,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20208,1,3,1,0,0,2,0,0,3,1,1,1,1,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0
20209,2,0,1,3,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0,1,0
20210,1,0,2,2,0,4,1,2,0,1,0,5,2,0,1,1,2,0,0,0,1,1,0,1,0,0,0,1
20211,1,2,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20212,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20213,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
20214,4,0,0,1,0,1,4,0,0,1,1,0,1,1,4,1,0,1,1,0,1,0,0,1,1,1,0,3
20215,2,0,0,2,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
20216,1,1,2,4,2,1,0,0,0,0,1,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
20217,1,0,2,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
20218,2,1,1,1,0,1,1,2,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1
20219,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
20220,3,2,1,3,0,1,0,2,0,0,1,1,0,3,2,2,0,1,1,1,1,1,0,0,0,0,0,0
20221,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20222,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
20223,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20224,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
20225,2,1,1,1,0,1,1,2,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1
20226,2,2,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
20227,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
20228,1,1,1,2,1,1,0,0,0,1,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0
20229,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0
20230,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
20231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20232,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0
20233,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
20234,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
20235,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
20236,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
20237,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
20238,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0
20239,1,1,2,1,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
20240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20241,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
20242,2,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20243,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0
